id,work_title,episode_title,excerpt_fa,excerpt_en,question_fa,question_en,answer_fa,answer_en,summary_fa,summary_en,difficulty,type,source,tags
113,Shahnameh,گفتار اندر فراهم آوردن کتاب,بپرسیدشان از کیانِ جهان / وزان نامدارانِ فرخ مَهان,"He asked them about the Kayanians of the world / And those famous fortunate nobles",او از موبدان چه پرسید؟,What did he ask the Mobads?,درباره شاهان کیانی و بزرگان نامدار,About the Kayanian kings and famous nobles,او درباره پادشاهان کیانی و اشراف بلندمرتبه پرسید,He asked about the Kayanian kings and high-ranking nobles,Medium,Historical,Shahnameh by Ferdowsi,"Kayanians, Nobles, Inquiry"
114,Shahnameh,گفتار اندر فراهم آوردن کتاب,که گیتی به آغاز چون داشتند / که ایدون به ما خوار بگذاشتند,"How they held the world at first / That they left it so diminished to us",پرسش او درباره وضعیت جهان چه بود؟,What was his question about the world's condition?,چگونگی جهان در آغاز و دلیل انحطاط کنونی,How the world was at first and reason for current decline,او از چگونگی جهان در آغاز و دلیل انحطاط آن در زمان خود پرسید,He asked about the world's initial state and reason for its decline in his time,Medium,Philosophical,Shahnameh by Ferdowsi,"World, Decline, Inquiry"
115,Shahnameh,گفتار اندر فراهم آوردن کتاب,چگونه سَر آمد به نیک اختری / بر ایشان همه روزِ کُندآوری,"How ended with good fortune / For them all days of slow-coming",او از چه جنبه‌ای از تاریخ پرسید؟,What aspect of history did he ask about?,چگونگی پایان یافتن روزهای خوش برای پیشینیان,How the good days ended for ancestors,او از چگونگی پایان یافتن دوران prosperity برای نیاکان پرسید,He asked how the prosperous era ended for ancestors,Medium,Historical,Shahnameh by Ferdowsi,"History, Prosperity, End"
116,Shahnameh,گفتار اندر فراهم آوردن کتاب,بگفتند پیشَش یکایک مَهان / سخن‌های شاهان و گشتِ جهان,"The nobles told him one by one / The stories of kings and the world's turning",بزرگان چگونه پاسخ دادند؟,How did the nobles respond?,یک‌به‌یک داستان‌های شاهان و گردش جهان را گفتند,They told stories of kings and world's turning one by one,بزرگان به ترتیب داستان‌های پادشاهان و تحولات جهان را بازگو کردند,The nobles sequentially recounted stories of kings and world changes,Medium,Historical,Shahnameh by Ferdowsi,"Nobles, Stories, Kings"
117,Shahnameh,گفتار اندر فراهم آوردن کتاب,چو بشنید از ایشان سِپَهبَد سَخُن / یکی ناموَر نامه اَفکند بُن,"When the commander heard from them / He laid the foundation of a famous book",نتیجه این پژوهش چه بود؟,What was the result of this research?,بنیان‌گذاری کتابی مشهور,Founding a famous book,شنیدن این داستان‌ها منجر به تأسیس کتاب معروفی شد,Hearing these stories led to founding a famous book,Medium,Historical,Shahnameh by Ferdowsi,"Research, Result, Foundation"
118,Shahnameh,گفتار اندر فراهم آوردن کتاب,چنین یادگاری شد اندر جهان / بر او آفرین از کهان و مهان,"Such a memorial remained in the world / Blessings upon it from nobles and commoners",واکنش مردم به این کتاب چه بود؟,What was people's reaction to this book?,آفرین و ستایش از سوی همه,Blessings and praise from everyone,این کتاب به یادگاری ماندگار تبدیل شد که مورد تحسین همگان قرار گرفت,This book became an enduring memorial praised by everyone,Medium,Historical,Shahnameh by Ferdowsi,"Memorial, Praise, Legacy"
119,Shahnameh,داستانِ دقیقی شاعر,چو از دفتر این داستان‌ها بَسی / همی‌خواند خواننده بَر هر کسی,"When from this book of tales so many / The reader recited to everyone",دقیقی چگونه با داستان‌های باستانی برخورد می‌کرد؟,How did Daqiqi engage with ancient stories?,آنها را برای همه می‌خواند,He recited them to everyone,دقیقی داستان‌ها را از دفتر خوانده و برای عموم بازگو می‌کرد,Daqiqi read the stories from the book and recounted them to the public,Medium,Historical,Shahnameh by Ferdowsi,"Daqiqi, Recitation, Public"
120,Shahnameh,داستانِ دقیقی شاعر,چو از دفتر این داستان‌ها بَسی / هَمی‌خواند خواننده بَر هر کسی,"When from this volume of stories so many / The reciter read to everyone",این داستان‌ها چگونه میان مردم منتشر می‌شد؟,How were these stories disseminated among people?,خواننده‌ها آن را برای مردم می‌خواندند,Reciters would read them to the people,داستان‌ها توسط نقالان و خوانندگان برای مردم بازگو می‌شد,The stories were recounted to people by narrators and reciters,Easy,Historical,Shahnameh by Ferdowsi,"Storytelling, Oral Tradition, Dissemination"
121,Shahnameh,داستانِ دقیقی شاعر,جهان دل نهاده بدین داستان / همان بِخْرَدان نیز و هَم راستان,"The world had set its heart on these stories / Both the wise and the righteous",واکنش مردم به این داستان‌ها چگونه بود؟,How did people respond to these stories?,همه مردم از خردمند تا راستکار شیفته این داستان‌ها بودند,All people from the wise to the righteous were fascinated by these stories,همه اقشار مردم از داستان‌ها استقبال می‌کردند,All segments of people welcomed the stories,Medium,Social,Shahnameh by Ferdowsi,"Audience, Reception, Stories"
122,Shahnameh,داستانِ دقیقی شاعر,جوانی بیامد گُشاده زبان / سُخن گفتنِ خوب و طبعِ روان,"A youth came forward, eloquent / With good speech and fluent nature",ویژگی‌های دقیقی شاعر چه بود؟,What were the characteristics of the poet Daqiqi?,جوانی خوش‌سخن و دارای طبع روان,A youth who was eloquent and had a fluent nature,دقیقی جوانی خوش‌سخن و با استعداد در شعر بود,Daqiqi was a young eloquent and talented poet,Medium,Biographical,Shahnameh by Ferdowsi,"Daqiqi, Poetry, Talent"
123,Shahnameh,داستانِ دقیقی شاعر,به شعر آرَم این نامه را گفت مَن / از او شادمان شُد دلِ انجمن,"I will render this book in verse, he said / The assembly's heart became happy from him",پیشنهاد دقیقی چه بود و واکنش دیگران چه شد؟,What was Daqiqi's proposal and how did others react?,تصمیم به منظوم کردن شاهنامه که مورد استقبال قرار گرفت,Decision to versify the Shahnameh which was well received,دقیقی پیشنهاد سرودن شاهنامه به شعر را داد که مورد تحسین همگان قرار گرفت,Daqiqi proposed composing the Shahnameh in verse which was admired by all,Medium,Historical,Shahnameh by Ferdowsi,"Daqiqi, Proposal, Verse"
124,Shahnameh,داستانِ دقیقی شاعر,جوانیش را خوی بَد یار بود / اَبا بَد همیشه به پیکار بود,"His youth had a bad companion / He was always battling with evil",مشکل دقیقی چه بود؟,What was Daqiqi's problem?,همنشینی با بدی و همیشه در جنگ با آن بودن,Consorting with evil and always fighting it,دقیقی با وجود جوانی همواره با بدی‌ها درگیر بود,Despite his youth Daqiqi was constantly struggling with evils,Medium,Biographical,Shahnameh by Ferdowsi,"Daqiqi, Struggle, Evil"
125,Shahnameh,داستانِ دقیقی شاعر,بر او تاختن کَرد ناگاه مرگ / نهادش به سَر بر یکی تیره تَرگ,"Suddenly death attacked him / Placed a dark helmet on his head",سرنوشت دقیقی چه شد؟,What was Daqiqi's fate?,مرگ ناگهانی به سراغش آمد,Sudden death came to him,دقیقی به صورت ناگهانی و غیرمنتظره درگذشت,Daqiqi passed away suddenly and unexpectedly,Medium,Biographical,Shahnameh by Ferdowsi,"Daqiqi, Death, Tragedy"
126,Shahnameh,داستانِ دقیقی شاعر,بِدان خوی بَد جانِ شیرین بِداد / نَبُد از جوانیش یک روز شاد,"Because of that bad habit he gave his sweet life / He had not one happy day from his youth",علت مرگ دقیقی چه بود؟,What caused Daqiqi's death?,همنشینی با بدی و نداشتن شادی در زندگی,Consorting with evil and lacking happiness in life,دقیقی به دلیل همنشینی با بدی جان سپرد و هرگز شادی نداشت,Daqiqi died due to consorting with evil and never experienced happiness,Hard,Biographical,Shahnameh by Ferdowsi,"Daqiqi, Cause of Death, Unhappiness"
127,Shahnameh,داستانِ دقیقی شاعر,یکایک از او بخت برگَشته شد / به دستِ یکی بنده بر کُشته شد,"Suddenly fortune turned away from him / He was killed by a slave's hand",چگونه دقیقی کشته شد؟,How was Daqiqi killed?,توسط بردهای به قتل رسید,He was killed by a slave,دقیقی توسط یکی از بردگانش به قتل رسید,Daqiqi was murdered by one of his slaves,Medium,Biographical,Shahnameh by Ferdowsi,"Daqiqi, Murder, Slave"
128,Shahnameh,داستانِ دقیقی شاعر,بِرَفت او و این نامه ناگفته ماند / چُنان بختِ بیدارِ او خُفته ماند,"He departed and this book remained untold / Thus his awake fortune fell asleep",پیامد مرگ دقیقی چه بود؟,What was the consequence of Daqiqi's death?,شاهنامه ناتمام ماند,The Shahnameh remained unfinished,با مرگ دقیقی شاهنامه ناتمام ماند و کار او نیمه‌کاره ماند,With Daqiqi's death the Shahnameh remained unfinished and his work was left incomplete,Medium,Historical,Shahnameh by Ferdowsi,"Daqiqi, Unfinished Work, Legacy"
129,Shahnameh,داستانِ دقیقی شاعر,الهی عَفو کُن گناهِ وُرا / بیَفزای دَر حَشْر جاهِ وُرا,"O God forgive his sins / Increase his status in the resurrection",فردوسی چگونه از دقیقی یاد می‌کند؟,How does Ferdowsi remember Daqiqi?,با طلب آمرزش و بلندی مقام در قیامت,By seeking forgiveness and elevated status in the afterlife,فردوسی برای دقیقی آمرزش و مقام بلند در آخرت آرزو می‌کند,Ferdowsi wishes forgiveness and high status in the afterlife for Daqiqi,Medium,Religious,Shahnameh by Ferdowsi,"Daqiqi, Forgiveness, Afterlife"
130,Shahnameh,بنیاد نهادنِ کتاب,دلِ روشنِ من چو برگشت از اوی / سوی تختِ شاهِ جهان کَرد روی,"My enlightened heart when turned away from him / turned its face toward the throne of the King of the World",فردوسی پس از ناامیدی از کیست که به سوی شاه جهان روی می‌آرد؟,After despairing of whom does Ferdowsi turn toward the King of the World?,دقیقی,Ferdowsi turned away from Daqiqi.,فردوسی پس از ناامیدی از دقیقی، به سوی شاه جهان (پادشاه یا خدا) روی می‌آورد.,After despairing of Daqiqi Ferdowsi turns toward the King of the World (a king or God).,Easy,Literal,"Ferdowsi, Shahnameh","Ferdowsi, Daqiqi, King of the World, Turning Point"
131,Shahnameh,بنیاد نهادنِ کتاب,که این نامه را دَستِ پیش آوَرَم / زِ دفتر به گفتارِ خویش آوَرَم,"That I may bring this book before me / and render it from the text into my own speech",فردوسی تصمیم می‌گیرد شاهنامه را چگونه بازنویسی کند؟,How does Ferdowsi decide to rewrite the Shahnameh?,از دفتر به زبان خود درآورد,He will render it from the text into his own speech.,فردوسی تصمیم می‌گیرد شاهنامه را از متن پهلوی به زبان و سبک خود بازنویسی کند.,Ferdowsi decides to rewrite the Shahnameh from the Pahlavi text into his own language and style.,Medium,Literal,"Ferdowsi, Shahnameh","Translation, Rewriting, Persian Language, Pahlavi"
132,Shahnameh,بنیاد نهادنِ کتاب,بِپُرسیدَم از هر کسی بی‌شُمار / بتَرسیدَم از گردشِ روزگار,"I asked countless others / but feared the turning wheel of time",فردوسی از چه چیزی می‌ترسد وقتی از دیگران می‌پرسد؟,What does Ferdowsi fear while asking others?,گردش روزگار و ناپایداری زمان,The turning wheel of time and instability.,فردوسی با وجود پرس‌وجو از دیگران، از فرار زمان و تغییرات آن بیم دارد.,Despite consulting others Ferdowsi fears the passage and instability of time.,Medium,Philosophical,"Ferdowsi, Shahnameh","Time, Fear, Inquiry, Instability"
133,Shahnameh,بنیاد نهادنِ کتاب,مَگر خود دِرَنگم نباشَد بَسی / ببایَد سِپُردَن به دیگر کَسی,"Lest my own delay be too long / I must entrust it to another",چرا فردوسی ممکن است کار را به دیگری بسپارد؟,Why might Ferdowsi entrust the work to someone else?,چون ممکن است فرصت کافی برایش باقی نماند,Because he may not have enough time left.,فردوسی نگران است که اگر تأخیر کند، فرصت انجام کار از دست برود و ناچار به واگذاری شود.,Ferdowsi worries that if he delays he may lose the chance and be forced to delegate.,Medium,Philosophical,"Ferdowsi, Shahnameh","Time, Delegation, Mortality, Urgency"
134,Shahnameh,بنیاد نهادنِ کتاب,و دیگر که گَنجَم وَفادار نیست / همین رَنج را کَس خریدار نیست,"And besides, my treasure is not loyal / no one will buy this toil of mine",چرا کسی حاضر نیست زحمت فردوسی را بخرد؟,Why is no one willing to buy Ferdowsi’s toil?,چون گنج او وفادار نیست و پایدار نیست,Because his treasure is not loyal or lasting.,فردوسی می‌گوید ثروتش پایدار نیست و کسی حاضر نیست برای این زحمت بزرگ پاداش دهد.,Ferdowsi says his wealth is fleeting and no one will reward him for this great labor.,Hard,Philosophical,"Ferdowsi, Shahnameh","Wealth, Loyalty, Labor, Reward"
135,Shahnameh,بنیاد نهادنِ کتاب,بر این گونه یِک چَند بُگذاشتَم / سخن را نَهُفته هَمی داشتَم,"Thus I paused for a while / and kept my words hidden",فردوسی چرا مدتی کار را متوقف کرد؟,Why did Ferdowsi pause his work for a while?,از ناامیدی و ترس از زمان و عدم حمایت,Because of despair fear of time and lack of support.,فردوسی به دلیل ناامیدی و شرایط نامساعد، مدتی سکوت کرد و سخن را پنهان نگه داشت.,Due to despair and unfavorable conditions Ferdowsi paused and kept his words hidden.,Medium,Literal,"Ferdowsi, Shahnameh","Pause, Silence, Hidden Words, Despair"
136,Shahnameh,بنیاد نهادنِ کتاب,سَراسَر زَمانه پُر از جَنگ بود / به جویندگان بَر جَهان تَنگ بود,"All the world was full of war / life was hard for seekers of wisdom",در آن زمان چرا برای جویندگان علم شرایط سخت بود؟,Why was life hard for seekers of wisdom then?,چون جهان پر از جنگ و درگیری بود,Because the world was full of war and conflict.,فردوسی شرایط جهان را پر از جنگ و ناامنی توصیف می‌کند که زندگی را برای دانش‌جویان سخت کرده است.,Ferdowsi describes a world full of war and chaos making life difficult for scholars.,Medium,Contextual,"Ferdowsi, Shahnameh","War, Scholars, Hardship, Historical Context"
137,Shahnameh,بنیاد نهادنِ کتاب,زِ نیکو سُخن بِهْ چه اَندر جَهان / به نَزدِ سُخن سَنجِ فَرُّخ مَهان,"What in the world is better than noble speech? / Especially before those who weigh words wisely, the noble ones",فردوسی چه چیزی را بهترین در جهان می‌داند؟,What does Ferdowsi consider the best thing in the world?,سخن نیکو,Noble speech.,فردوسی سخن نیکو را بهترین چیز در جهان، به‌ویژه نزد بزرگان سنجنده سخن می‌داند.,Ferdowsi considers noble speech the best thing in the world especially before discerning nobles.,Easy,Philosophical,"Ferdowsi, Shahnameh","Speech, Wisdom, Nobility, Value"
138,Shahnameh,بنیاد نهادنِ کتاب,اگر نامَدی این سخن از خُدای / نَبی کِی بُدی نَزدِ ما رَهنُمای,"If this speech had not come from God / what prophet would have guided us?",فردوسی منشأ الهی سخن را چگونه توجیه می‌کند؟,How does Ferdowsi justify the divine origin of speech?,اگر از خدا نبود، پیامبری راهنمای ما نبود,If it weren’t from God no prophet would have guided us.,فردوسی می‌گوید اگر سخن الهی نبود، هیچ پیامبری نمی‌توانست راهنمای بشر باشد.,Ferdowsi argues that if speech were not divine no prophet could have guided humanity.,Hard,Philosophical,"Ferdowsi, Shahnameh","Divine Speech, Prophets, Guidance, Theology"
139,Shahnameh,بنیاد نهادنِ کتاب,به شَهرَم یکی مِهربان دوست بود / تو گفتی که با مَن به یِک پوست بود,"In my city was a kind friend / you said you were one with me in heart and soul",فردوسی چه کسی را در شهر خود دوست مهربان می‌خواند؟,Whom does Ferdowsi call a kind friend in his city?,دوستی که با او یک‌دل و یک‌تن بود,A friend who was one with him in heart and soul.,فردوسی دوستی را توصیف می‌کند که با او هم‌دل و هم‌تن بود و حامی او شد.,Ferdowsi describes a friend who was united with him in spirit and became his supporter.,Easy,Literal,"Ferdowsi, Shahnameh","Friendship, Support, Loyalty, Encouragement"
140,Shahnameh,بنیاد نهادنِ کتاب,مَرا گُفت خوب آمَد این رای تو / به نیکی گِراید هَمی پای تو,"He told me: ‘Your resolve is good / your steps always turn toward goodness’",دوست فردوسی درباره تصمیمش چه می‌گوید؟,What does Ferdowsi’s friend say about his decision?,تصمیم تو خوب است و گام‌هایت به سوی نیکی است,Your decision is Good and your steps lead to goodness.,دوست فردوسی از تصمیم او تقدیر می‌کند و می‌گوید که مسیر او به سوی نیکی است.,Ferdowsi’s friend praises his decision and says his path leads to goodness.,Easy,Literal,"Ferdowsi, Shahnameh","Encouragement, Goodness, Resolve, Support"
141,Shahnameh,بنیاد نهادنِ کتاب,نِبِشته من این نامهٔ پَهلَوی / به پیشِ تو آرَم مَگَر نَغنَوی,"I have written this Pahlavi book / I bring it before you — do not rest",فردوسی چرا به دوستش می‌گوید «نغنَوی»؟,Why does Ferdowsi tell his friend “do not rest”?,چون کار بزرگی است و نیاز به تلاش دارد,Because it is a great task requiring effort.,فردوسی به دوستش هشدار می‌دهد که این کار بزرگ است و نمی‌تواند آرام بگیرد.,Ferdowsi warns his friend that this is a great task and he cannot afford to rest.,Medium,Literal,"Ferdowsi, Shahnameh","Effort, Warning, Pahlavi Text, Responsibility"
142,Shahnameh,بنیاد نهادنِ کتاب,گشاده زَبان و جوانیت هَست / سخن گفتنِ پَهلوانیت هَست,"You have an eloquent tongue and youth / you have the power of a hero’s speech",فردوسی چه ویژگی‌هایی در دوستش می‌ستاید؟,What qualities does Ferdowsi praise in his friend?,زبان گشاده، جوانی، و توانایی سخن پهلوانی,Eloquent tongue youth and heroic speech.,فردوسی زبان فصیح، جوانی، و توانایی سخنوری پهلوانانه را در دوستش می‌ستاید.,Ferdowsi praises his friend’s eloquence youth and heroic oratory power.,Easy,Literal,"Ferdowsi, Shahnameh","Eloquence, Youth, Heroism, Praise"
143,Shahnameh,بنیاد نهادنِ کتاب,شو این نامهٔ خسروان باز گوی / بدين جوی نَزدِ مَهان آبروی,"Go, retell this book of kings / through this stream, gain honor among the great",فردوسی به دوستش چه وعده‌ای می‌دهد اگر شاهنامه را بازگو کند؟,What does Ferdowsi promise his friend if he retells the Shahnameh?,آبرو نزد بزرگان,Gain honor among the nobles.,فردوسی وعده می‌دهد که با بازگویی شاهنامه، نزد بزرگان آبرویی کسب خواهد کرد.,Ferdowsi promises that by retelling the Shahnameh he will gain honor among the nobles.,Medium,Literal,"Ferdowsi, Shahnameh","Honor, Nobles, Retelling, Shahnameh"
144,Shahnameh,بنیاد نهادنِ کتاب,چو آوَرد این نامه نَزدیکِ مَن / بَر اَفروخت این جانِ تاریکِ مَن,"When he brought this book near me / it lit up my dark soul",آوردن نامه چه اثری بر جان فردوسی گذاشت؟,What effect did bringing the book have on Ferdowsi’s soul?,جان تاریک او را روشن کرد,It lit up his dark soul.,آوردن متن پهلوی جان اندوهگین و تاریک فردوسی را روشن و هیجان‌زده کرد.,Bringing the Pahlavi text lit up Ferdowsi’s sorrowful and dark soul.,Easy,Emotional,"Ferdowsi, Shahnameh","Inspiration, Soul, Light, Revival"
145,Shahnameh,در داستان ابو منصور,بدین نامه چون دست کردم دراز / یکی مهتری بود گردن‌فراز,"When I stretched my hand toward this book / there stood before me a noble, lofty man",فردوسی هنگام شروع کار با چه کسی روبرو می‌شود؟,Who does Ferdowsi encounter when he begins his work?,مردی مهتر و گردن‌فراز,A noble and lofty man.,فردوسی در آغاز کار با مردی بزرگوار و بلندمرتبه، احتمالاً ابومنصور، روبرو می‌شود.,At the start of his work Ferdowsi encounters a noble and lofty man — likely Abu Mansur.,Easy,Literal,"Ferdowsi, Shahnameh","Abu Mansur, Patron, Nobility, Beginning"
146,Shahnameh,در داستان ابو منصور,جوان بود و از گوهر پهلوان / خردمند و بیدار و روشن روان,"He was young, of heroic stock / wise, alert, and clear-spirited",فردوسی چه ویژگی‌هایی را در این مرد جوان توصیف می‌کند؟,What qualities does Ferdowsi describe in this young man?,جوانی، نسب پهلوانی، خردمندی، بیداری و روح روشن,Youth heroic lineage wisdom alertness and a bright spirit.,فردوسی او را جوانی با نسب پهلوانی، خردمند، بیدار و با روحی روشن معرفی می‌کند.,Ferdowsi describes him as a youth of heroic lineage wise alert and spiritually luminous.,Easy,Literal,"Ferdowsi, Shahnameh","Youth, Heroism, Wisdom, Spirit"
147,Shahnameh,در داستان ابو منصور,خداوند رای و خداوند شرم / سخن گفتن خوب و آوای نرم,"Master of thought and master of modesty / speaking well with a gentle voice",این مرد از نظر فردوسی صاحب چه فضائلی است؟,What virtues does this man possess according to Ferdowsi?,اندیشه و حیا، سخن نیکو و آواز نرم,He possesses wisdom and modesty speaks well with a gentle voice.,فردوسی او را دارای اندیشه و شرم، و گوینده‌ای با سخن نیکو و آواز نرم می‌داند.,Ferdowsi sees him as possessing intellect and modesty speaking gracefully with a soft voice.,Medium,Literal,"Ferdowsi, Shahnameh","Wisdom, Modesty, Eloquence, Virtue"
148,Shahnameh,در داستان ابو منصور,مرا گفت کز من چه باید همی / که جانت سخن برگراید همی,"He said to me: ‘What shall I do for you? / So that your soul may turn toward speech’",این مرد به فردوسی چه پیشنهادی می‌دهد؟,What does this man offer to Ferdowsi?,هر کاری که نیاز داری تا بتوانی سخن بگویی,Whatever you need to enable you to speak/write.,او از فردوسی می‌پرسد چه کاری می‌تواند انجام دهد تا او بتواند به سرودن بپردازد.,He asks Ferdowsi what he can do to help him turn his soul toward poetic speech.,Medium,Literal,"Ferdowsi, Shahnameh","Support, Patronage, Encouragement, Poetry"
149,Shahnameh,در داستان ابو منصور,به چیزی که باشد مرا دسترس / بکوشم نیازت نیارم به کس,"Whatever is within my reach / I will strive so your need reaches no other",این مرد چه تعهدی در قبال فردوسی می‌دهد؟,What commitment does this man make to Ferdowsi?,هر چه در دسترس است را فراهم می‌کند تا نیازی به دیگران نباشد,He will provide whatever is within his reach so Ferdowsi needs no one else.,او قول می‌دهد هر منبعی که در دسترسش است را برای فردوسی فراهم کند.,He promises to supply whatever resources he can so Ferdowsi won’t need to rely on others.,Medium,Literal,"Ferdowsi, Shahnameh","Patronage, Resources, Commitment, Support"
150,Shahnameh,در داستان ابو منصور,همی داشتم چون یکی تازه سیب / که از باد نامد به من بر نهیب,"He kept me like a fresh apple / so that no wind could blow upon me",فردوسی خود را در حمایت این مرد چگونه توصیف می‌کند؟,How does Ferdowsi describe himself under this man’s protection?,مانند سیب تازه‌ای که از باد در امان است,Like a fresh apple sheltered from the wind.,فردوسی می‌گوید این مرد او را مانند میوه‌ای تازه از هر آسیب محافظت کرد.,Ferdowsi says this man protected him like a fresh fruit shielding him from harm.,Easy,Emotional,"Ferdowsi, Shahnameh","Protection, Care, Patron, Shelter"
151,Shahnameh,در داستان ابو منصور,به کیوان رسیدم ز خاک نژند / از آن نیک‌دل نامدار ارجمند,"From lowly dust I reached Saturn’s height / by grace of that noble-hearted, famed lord",این مرد چه تأثیری بر فردوسی گذاشت؟,What impact did this man have on Ferdowsi?,از خاک به آسمان بلند کرد، از نادیده به نامدار,He lifted him from dust to celestial heights from obscurity to fame.,فردوسی می‌گوید لطف این مرد او را از خاک به آسمان (کیوان) رساند.,Ferdowsi says the grace of this man elevated him from dust to the heavens (Saturn).,Hard,Philosophical,"Ferdowsi, Shahnameh","Elevation, Grace, Patron, Transformation"
152,Shahnameh,در داستان ابو منصور,به چشمش همان خاک و هم سیم و زر / کریمی بدو یافته زیب و فر,"To his eyes, dust was equal to gold and silver / generosity had found in him beauty and glory",این مرد چگونه با ثروت و مادیات برخورد می‌کرد؟,How did this man regard wealth and material things?,برایش خاک و طلا یکسان بود، بخشندگی در او زیبایی و فر داشت,To him dust and gold were equal; generosity brought him beauty and majesty.,او ثروت را نسبی می‌دید و بخشندگی او را با فر و زیبایی می‌آراست.,He viewed wealth relatively — his generosity adorned him with majesty and beauty.,Medium,Philosophical,"Ferdowsi, Shahnameh","Generosity, Wealth, Nobility, Detachment"
153,Shahnameh,در داستان ابو منصور,سراسر جهان پیش او خوار بود / جوانمرد بود و وفادار بود,"All the world was low before him / he was chivalrous and loyal",چرا فردوسی می‌گوید جهان پیش او خوار بود؟,Why does Ferdowsi say the world was low before him?,چون او چنان بزرگ بود که همه چیز در برابرش ناچیز می‌نمود,Because he was so great that everything else seemed insignificant.,به دلیل عظمت اخلاقی و جایگاه او، همه چیز در مقابلش ناچیز می‌نمود.,Due to his moral greatness and status everything else paled in comparison.,Hard,Philosophical,"Ferdowsi, Shahnameh","Greatness, Humility, Chivalry, Loyalty"
154,Shahnameh,در داستان ابو منصور,چنان نامور گم شد از انجمن / چو در باغ سرو سهی از چمن,"So famed, yet vanished from the gathering / like a cypress towering above the meadow",فردوسی چگونه ناپدید شدن این شخص را توصیف می‌کند؟,How does Ferdowsi describe the disappearance of this man?,مانند سروی که در باغ از چمن جدا شده,Like a cypress standing apart from the meadow.,او ناپدید شد مانند درخت سروی که در باغ از چمن بیرون زده و متمایز است.,He vanished like a cypress tree standing distinct and apart in a garden.,Medium,Emotional,"Ferdowsi, Shahnameh","Loss, Fame, Cypress, Absence"
155,Shahnameh,در داستان ابو منصور,نه ز او زنده بینم نه مرده نشان / به دست نهنگان مردم کشان,"I see no living trace of him, nor sign of death / carried off by the crocodiles among men",فردوسی سرنوشت این مرد را چگونه بیان می‌کند؟,How does Ferdowsi describe this man’s fate?,نه زنده دیده می‌شود نه مرده، به دست ظالمان کشته شده,Neither alive nor dead is seen — slain by human crocodiles.,فردوسی می‌گوید نه زنده‌اش دیده می‌شود نه مرده‌اش، و او به دست ظالمان کشته شده است.,Ferdowsi says neither his living nor dead form is seen — he was slain by cruel men.,Hard,Emotional,"Ferdowsi, Shahnameh","Tragedy, Death, Tyranny, Loss"
156,Shahnameh,در داستان ابو منصور,دریغ آن کمربند و آن گِردگاه / دریغ آن کِیی برز و بالای شاه,"Alas for that belt and that noble neck / alas for that virtue that adorned the king’s height",فردوسی در این بیت چه چیزی را افسوس می‌خورد؟,What does Ferdowsi lament in this verse?,از دست دادن آن شخصیت بزرگ و فضیلتی که شاه را می‌آراست,Loss of that noble figure and the virtue that adorned kingship.,او افسوس می‌خورد بر از دست دادن آن بزرگمرد و فضیلتی که بر شاهی می‌افزود.,He mourns the loss of that noble man and the virtue that graced kingship.,Hard,Emotional,"Ferdowsi, Shahnameh","Lament, Virtue, Kingship, Mourning"
157,Shahnameh,در داستان ابو منصور,گرفتار ز او دل شده نا‌امید / نوان لرز لرزان به کردار بید,"My heart, caught by him, became hopeless / trembling like a young willow in the wind",فردوسی پس از از دست دادن او چه حالی دارد؟,What state is Ferdowsi in after losing him?,دلش ناامید و لرزان مانند درخت بید,His heart is hopeless and trembling like a willow.,فردوسی دلش را ناامید و بدنش را لرزان مانند بید در باد توصیف می‌کند.,Ferdowsi describes his heart as hopeless and his body trembling like a willow in the wind.,Medium,Emotional,"Ferdowsi, Shahnameh","Grief, Trembling, Willow, Despair"
158,Shahnameh,در داستان ابو منصور,یکی پند آن شاه یاد آوریم / ز کژی روان سوی داد آوریم,"Let me recall one counsel of that king / to turn from crooked thought toward justice",فردوسی در غم چه کاری انجام می‌دهد؟,What does Ferdowsi do in his grief?,یکی از پندهای آن شاه را به یاد می‌آورد و به سوی عدالت می‌رود,He recalls one of the king’s counsels and turns toward justice.,در غم، به یاد یکی از پندهای آن شاه می‌افتد و از کژی به سوی عدالت می‌رود.,In grief he recalls one of the king’s counsels and turns from crookedness to justice.,Medium,Philosophical,"Ferdowsi, Shahnameh","Counsel, Justice, Grief, Reflection"
159,Shahnameh,در داستان ابو منصور,مرا گفت کاین نامهٔ شهریار / گرت گفته آید به شاهان سپار,"He told me: ‘If you compose this book of kings / entrust it to the kings’",این مرد به فردوسی چه دستوری می‌دهد؟,What instruction does this man give Ferdowsi?,اگر شاهنامه را سرودی، آن را به شاهان بسپار,If you compose the Shahnameh entrust it to the kings.,او به فردوسی می‌گوید اگر شاهنامه را سرود، آن را به شاهان تقدیم کند.,He tells Ferdowsi that if he composes the Shahnameh he should dedicate it to kings.,Easy,Literal,"Ferdowsi, Shahnameh","Dedication, Kings, Instruction, Shahnameh"
